date,product,category,region,price,quantity,total
2026-04-04,Smartphone X,Accessories,North,741.02,3,2223.05
2026-04-22,Keyboard Mech,Gaming,South,130.33,5,651.64
2026-03-10,Wireless Earbuds,Electronics,North,174.6,1,174.6
2026-06-20,Wireless Earbuds,Audio,North,175.19,3,525.56
2026-03-11,Tablet Air,Computers,East,547.14,2,1094.29
2026-02-14,Gaming Console,Gaming,West,479.43,2,958.86
2026-07-07,Laptop Pro,Gaming,North,1177.97,1,1177.97
2026-01-29,External SSD,Gaming,West,179.21,4,716.84
2026-04-15,Gaming Console,Gaming,North,439.09,5,2195.45
2026-05-26,Monitor Ultra,Audio,North,366.1,3,1098.29
2026-01-19,Smartphone X,Gaming,North,722.88,3,2168.63
2026-06-10,Wireless Earbuds,Computers,West,149.33,4,597.32
2026-06-25,Wireless Earbuds,Accessories,West,143.75,2,287.5
2026-05-01,Keyboard Mech,Accessories,East,136.72,3,410.16
2026-06-20,Keyboard Mech,Audio,East,104.79,5,523.97
2026-04-20,External SSD,Audio,South,194.36,1,194.36
2026-06-17,Keyboard Mech,Computers,South,106.41,4,425.65
2026-06-29,Laptop Pro,Accessories,East,1105.71,5,5528.56
2026-02-27,Wireless Earbuds,Audio,North,141.25,5,706.25
2026-03-18,External SSD,Computers,North,183.15,2,366.3
2026-06-30,Wireless Earbuds,Electronics,North,166.31,3,498.93
2026-05-01,Mouse Pro,Accessories,Central,74.08,2,148.15
2026-01-16,Wireless Earbuds,Electronics,North,172.05,4,688.21
2026-03-09,Gaming Console,Audio,South,526.15,1,526.15
2026-04-05,Keyboard Mech,Computers,West,109.13,3,327.38
2026-02-10,Tablet Air,Electronics,North,478.0,3,1434.0
2026-05-02,Keyboard Mech,Audio,West,130.94,3,392.81
2026-04-08,Smartphone X,Electronics,South,657.77,1,657.77
2026-02-16,Gaming Console,Accessories,North,476.97,5,2384.84
2026-02-10,Smartphone X,Gaming,West,884.4,2,1768.8
2026-03-17,Tablet Air,Computers,North,450.69,3,1352.07
2026-01-24,Mouse Pro,Audio,East,93.31,5,466.57
2026-04-24,Keyboard Mech,Audio,West,129.45,5,647.24
2026-05-23,Monitor Ultra,Gaming,Central,417.97,4,1671.87
2026-07-03,Monitor Ultra,Gaming,West,301.56,1,301.56
2026-05-09,Wireless Earbuds,Computers,West,166.56,2,333.11
2026-05-08,Smart Watch,Computers,North,295.34,1,295.34
2026-01-21,Tablet Air,Audio,Central,454.97,4,1819.88
2026-03-02,Smart Watch,Computers,South,353.38,2,706.77
2026-06-19,Smart Watch,Electronics,West,276.74,1,276.74
2026-02-22,Gaming Console,Accessories,West,379.36,5,1896.79
2026-06-28,Mouse Pro,Audio,West,92.57,5,462.85
2026-03-07,Monitor Ultra,Accessories,North,330.16,2,660.32
2026-02-16,Tablet Air,Accessories,North,570.17,4,2280.7
2026-01-23,Tablet Air,Computers,South,530.29,4,2121.15
2026-04-27,Monitor Ultra,Computers,East,302.53,5,1512.67
2026-02-27,Monitor Ultra,Audio,East,336.62,1,336.62
2026-04-14,Keyboard Mech,Accessories,South,103.03,4,412.12
2026-02-23,Monitor Ultra,Computers,North,397.42,2,794.84
2026-04-06,Mouse Pro,Audio,North,64.37,1,64.37
2026-06-02,External SSD,Accessories,South,191.29,4,765.15
2026-02-21,Tablet Air,Electronics,West,555.14,3,1665.43
2026-04-16,Gaming Console,Audio,West,478.82,5,2394.08
2026-06-28,Laptop Pro,Electronics,East,998.13,5,4990.64
2026-05-18,Smart Watch,Audio,Central,242.14,1,242.14
2026-04-30,Gaming Console,Accessories,Central,539.46,2,1078.93
2026-01-31,Gaming Console,Accessories,West,514.24,5,2571.18
2026-04-18,Wireless Earbuds,Gaming,South,150.11,1,150.11
2026-01-24,Laptop Pro,Gaming,East,1119.8,4,4479.21
2026-05-11,Monitor Ultra,Computers,West,309.93,2,619.86
2026-06-21,Tablet Air,Computers,West,437.14,4,1748.57
2026-06-16,Mouse Pro,Computers,Central,64.77,5,323.87
2026-01-22,Monitor Ultra,Accessories,North,378.69,2,757.39
2026-06-13,Laptop Pro,Electronics,Central,1135.73,4,4542.9
2026-03-20,External SSD,Accessories,North,228.04,2,456.08
2026-05-23,Mouse Pro,Electronics,West,68.38,5,341.91
2026-03-28,Smart Watch,Electronics,North,272.61,5,1363.07
2026-04-18,Tablet Air,Gaming,North,563.51,2,1127.01
2026-01-31,Tablet Air,Electronics,Central,595.42,5,2977.1
2026-06-24,Keyboard Mech,Accessories,East,141.98,4,567.9
2026-03-07,Mouse Pro,Audio,South,93.42,5,467.11
2026-04-24,Tablet Air,Computers,East,564.79,4,2259.14
2026-01-23,External SSD,Electronics,South,203.69,1,203.69
2026-02-28,Gaming Console,Audio,North,370.2,4,1480.79
2026-03-28,Smartphone X,Electronics,South,766.65,2,1533.3
2026-05-14,External SSD,Accessories,South,191.41,2,382.81
2026-03-18,Monitor Ultra,Electronics,West,385.0,2,770.0
2026-01-15,Monitor Ultra,Gaming,West,317.99,4,1271.95
2026-05-29,External SSD,Audio,East,172.41,5,862.05
2026-02-21,Mouse Pro,Electronics,Central,85.9,2,171.8
2026-02-20,Gaming Console,Computers,West,430.02,2,860.04
2026-05-21,Laptop Pro,Accessories,West,1022.94,5,5114.72
2026-07-12,Keyboard Mech,Accessories,South,112.77,4,451.09
2026-02-04,External SSD,Accessories,West,184.42,2,368.84
2026-06-21,Monitor Ultra,Audio,South,323.73,5,1618.66
2026-04-16,Monitor Ultra,Accessories,South,389.33,3,1168.0
2026-04-03,Monitor Ultra,Accessories,Central,322.46,4,1289.83
2026-05-15,Mouse Pro,Gaming,Central,78.44,1,78.44
2026-03-03,Wireless Earbuds,Gaming,West,157.51,5,787.53
2026-07-03,Gaming Console,Audio,East,488.65,4,1954.58
2026-02-13,Gaming Console,Audio,North,361.07,4,1444.3
2026-05-04,External SSD,Computers,South,181.1,4,724.42
2026-01-27,Wireless Earbuds,Audio,South,171.35,2,342.7
2026-03-10,Smart Watch,Electronics,South,300.73,1,300.73
2026-04-04,Smart Watch,Computers,Central,243.3,2,486.6
2026-02-10,Smart Watch,Electronics,North,252.68,5,1263.38
2026-07-11,Mouse Pro,Computers,North,75.6,3,226.79
2026-03-23,External SSD,Accessories,Central,230.78,2,461.56
2026-02-11,Wireless Earbuds,Computers,North,126.49,3,379.46
2026-01-27,Keyboard Mech,Electronics,North,143.76,2,287.52
2026-01-20,Mouse Pro,Accessories,Central,87.04,2,174.08
2026-04-03,Monitor Ultra,Gaming,West,306.39,4,1225.58
2026-06-15,Smartphone X,Audio,East,776.2,1,776.2
2026-06-21,Monitor Ultra,Gaming,North,344.23,3,1032.68
2026-02-27,Monitor Ultra,Computers,Central,331.13,1,331.13
2026-07-03,Laptop Pro,Audio,North,1400.28,3,4200.83
2026-06-18,Smartphone X,Audio,West,833.96,1,833.96
2026-07-09,Mouse Pro,Electronics,West,79.48,1,79.48
2026-04-24,External SSD,Computers,South,161.03,5,805.15
2026-06-30,Smartphone X,Electronics,South,919.19,3,2757.56
2026-03-12,Wireless Earbuds,Electronics,South,151.64,2,303.29
2026-02-09,Gaming Console,Electronics,North,401.42,3,1204.26
2026-04-26,Keyboard Mech,Gaming,Central,135.52,5,677.61
2026-03-22,Smart Watch,Computers,South,280.94,5,1404.72
2026-05-03,Wireless Earbuds,Electronics,West,154.49,2,308.97
2026-03-03,Gaming Console,Gaming,East,504.41,3,1513.23
2026-05-20,Mouse Pro,Gaming,West,64.26,1,64.26
2026-06-21,External SSD,Audio,North,221.37,5,1106.84
2026-06-12,Wireless Earbuds,Computers,West,134.12,3,402.36
2026-06-06,Smart Watch,Accessories,West,256.52,1,256.52
2026-02-15,Tablet Air,Computers,North,585.68,2,1171.36
2026-07-11,External SSD,Accessories,West,169.85,2,339.7
2026-03-18,Gaming Console,Gaming,West,376.9,3,1130.71
2026-05-27,Laptop Pro,Computers,East,1075.48,5,5377.42
2026-05-01,Smart Watch,Computers,South,340.11,2,680.23
2026-04-28,Wireless Earbuds,Computers,South,150.14,2,300.28
2026-06-03,External SSD,Gaming,West,206.97,3,620.91
2026-03-17,Laptop Pro,Gaming,North,1354.65,5,6773.23
2026-02-25,Keyboard Mech,Electronics,East,99.3,1,99.3
2026-01-18,Gaming Console,Gaming,Central,399.92,2,799.84
2026-06-04,Wireless Earbuds,Accessories,South,134.03,2,268.06
2026-07-03,Monitor Ultra,Computers,North,340.66,1,340.66
2026-05-19,Keyboard Mech,Accessories,South,105.83,5,529.16
2026-03-16,External SSD,Computers,North,236.03,1,236.03
2026-01-25,Keyboard Mech,Computers,West,120.56,5,602.8
2026-07-02,Keyboard Mech,Accessories,North,123.65,4,494.6
2026-02-06,Wireless Earbuds,Electronics,West,138.31,2,276.62
2026-06-01,External SSD,Accessories,West,208.87,4,835.47
2026-03-31,Gaming Console,Computers,North,455.92,3,1367.75
2026-06-12,Tablet Air,Audio,Central,422.49,3,1267.46
2026-07-10,Wireless Earbuds,Gaming,East,155.52,3,466.55
2026-02-14,Gaming Console,Audio,North,390.95,5,1954.74
2026-03-22,External SSD,Audio,West,225.41,4,901.64
2026-01-31,Tablet Air,Accessories,Central,442.67,5,2213.33
2026-05-24,Mouse Pro,Electronics,East,88.23,3,264.69
2026-05-11,Monitor Ultra,Gaming,South,388.48,3,1165.43
2026-06-21,Mouse Pro,Accessories,East,90.45,2,180.9
2026-06-06,Laptop Pro,Accessories,Central,1216.47,4,4865.87
2026-01-21,Keyboard Mech,Computers,West,108.52,2,217.04
2026-03-20,Monitor Ultra,Electronics,West,304.94,4,1219.74
2026-06-01,Wireless Earbuds,Audio,North,135.87,2,271.74
2026-03-19,Laptop Pro,Computers,West,1146.14,2,2292.27
2026-07-12,Laptop Pro,Audio,Central,1029.55,3,3088.64
2026-03-23,Mouse Pro,Computers,West,86.13,4,344.53
2026-05-23,External SSD,Accessories,West,206.02,3,618.05
2026-07-02,External SSD,Accessories,South,206.4,4,825.61
2026-06-11,Smart Watch,Electronics,South,306.51,4,1226.05
2026-04-24,Smartphone X,Audio,West,761.23,5,3806.15
2026-06-29,Mouse Pro,Electronics,North,64.33,1,64.33
2026-02-25,Smart Watch,Computers,North,339.45,2,678.91
2026-03-21,Laptop Pro,Audio,East,1210.58,2,2421.17
2026-04-29,Mouse Pro,Accessories,Central,92.74,4,370.95
2026-04-13,Wireless Earbuds,Computers,South,153.69,1,153.69
2026-01-21,Smartphone X,Audio,North,885.36,2,1770.72
2026-01-21,Gaming Console,Audio,North,451.23,4,1804.93
2026-02-16,Gaming Console,Computers,Central,387.79,3,1163.37
2026-03-06,Smart Watch,Computers,Central,295.32,1,295.32
2026-04-24,Mouse Pro,Accessories,South,95.85,3,287.55
2026-04-04,Gaming Console,Accessories,North,416.45,5,2082.25
2026-02-24,Mouse Pro,Computers,North,93.61,4,374.44
2026-05-21,Wireless Earbuds,Accessories,South,145.72,1,145.72
2026-05-28,Tablet Air,Electronics,East,571.13,4,2284.51
2026-02-07,Monitor Ultra,Electronics,North,333.39,3,1000.16
2026-03-22,Smart Watch,Accessories,West,344.83,5,1724.14
2026-04-05,Smartphone X,Audio,West,950.46,5,4752.32
2026-04-21,Keyboard Mech,Computers,West,137.12,2,274.25
2026-05-09,Laptop Pro,Computers,South,1286.75,2,2573.51
2026-03-04,Wireless Earbuds,Electronics,Central,134.59,3,403.77
2026-01-27,Keyboard Mech,Electronics,East,107.55,1,107.55
2026-05-08,Wireless Earbuds,Computers,West,150.15,5,750.73
2026-01-17,Keyboard Mech,Electronics,Central,142.1,3,426.29
2026-06-08,Smart Watch,Electronics,West,336.34,1,336.34
2026-05-18,Smartphone X,Computers,East,675.07,2,1350.14
2026-02-18,Mouse Pro,Audio,East,72.74,4,290.94
2026-07-12,Smart Watch,Computers,West,283.43,2,566.86
2026-05-16,Smartphone X,Accessories,North,897.62,1,897.62
2026-04-03,Tablet Air,Gaming,East,431.71,5,2158.54
2026-06-14,Keyboard Mech,Gaming,West,119.37,5,596.86
2026-02-21,Gaming Console,Computers,North,418.17,3,1254.51
2026-02-19,Smartphone X,Audio,Central,749.63,5,3748.16
2026-03-19,Smart Watch,Computers,East,300.67,3,902.01
2026-04-18,External SSD,Audio,West,220.08,1,220.08
2026-02-25,Wireless Earbuds,Accessories,South,166.2,5,831.01
2026-04-15,External SSD,Audio,East,225.04,4,900.14
2026-03-24,Tablet Air,Electronics,North,507.63,4,2030.52
2026-04-26,Wireless Earbuds,Gaming,North,124.15,1,124.15
2026-06-18,Tablet Air,Gaming,North,430.64,1,430.64
2026-03-11,Wireless Earbuds,Gaming,South,166.81,2,333.61
2026-06-23,Monitor Ultra,Computers,East,296.12,3,888.37
2026-07-12,Smartphone X,Electronics,Central,823.05,5,4115.23
2026-04-03,Gaming Console,Accessories,East,406.62,1,406.62
2026-05-22,Tablet Air,Gaming,North,490.91,2,981.81
2026-02-25,Smart Watch,Audio,North,258.65,1,258.65
2026-05-23,Keyboard Mech,Electronics,West,116.16,3,348.48
2026-02-23,Laptop Pro,Electronics,North,1438.82,5,7194.09
2026-02-03,Keyboard Mech,Audio,South,103.98,2,207.96
2026-05-04,Smartphone X,Gaming,Central,745.6,4,2982.41
2026-03-28,Gaming Console,Electronics,North,452.04,2,904.07
2026-03-11,Tablet Air,Audio,North,525.14,4,2100.55
2026-01-22,Keyboard Mech,Electronics,South,128.72,4,514.89
2026-06-27,Gaming Console,Computers,East,448.29,2,896.58
2026-06-25,Wireless Earbuds,Accessories,North,139.58,4,558.33
2026-05-21,Tablet Air,Accessories,East,440.16,4,1760.66
2026-02-24,Smartphone X,Audio,South,690.55,4,2762.2
2026-04-28,Keyboard Mech,Electronics,Central,119.49,2,238.98
2026-05-30,Mouse Pro,Gaming,South,78.34,4,313.38
2026-02-04,External SSD,Electronics,North,188.31,4,753.23
2026-05-26,Smart Watch,Computers,North,333.83,5,1669.17
2026-04-18,External SSD,Gaming,East,180.87,3,542.62
2026-04-15,Monitor Ultra,Electronics,West,351.59,3,1054.76
2026-03-18,Wireless Earbuds,Computers,Central,137.85,5,689.25
2026-03-11,Mouse Pro,Audio,North,69.26,3,207.78
2026-04-06,Gaming Console,Audio,South,392.06,3,1176.19
2026-06-21,Smartphone X,Audio,North,782.21,5,3911.07
2026-03-08,Keyboard Mech,Computers,South,140.36,5,701.78
2026-06-18,Monitor Ultra,Computers,South,343.56,1,343.56
2026-07-10,Smartphone X,Audio,East,771.74,5,3858.71
2026-05-11,External SSD,Computers,West,182.32,3,546.97
2026-02-07,Mouse Pro,Electronics,West,67.76,1,67.76
2026-06-09,Tablet Air,Accessories,East,471.21,2,942.42
2026-04-08,Wireless Earbuds,Electronics,East,146.82,3,440.47
2026-03-16,Smartphone X,Audio,Central,862.65,4,3450.59
2026-04-21,Keyboard Mech,Electronics,West,113.87,1,113.87
2026-06-08,Gaming Console,Computers,North,496.9,3,1490.7
2026-01-14,Wireless Earbuds,Audio,West,124.5,3,373.49
2026-05-10,Laptop Pro,Electronics,North,1237.6,2,2475.2
2026-06-09,Gaming Console,Accessories,Central,385.3,3,1155.91
2026-06-15,Keyboard Mech,Accessories,Central,116.14,3,348.41
2026-06-09,Keyboard Mech,Accessories,South,117.27,2,234.54
2026-01-30,Laptop Pro,Computers,North,1050.58,3,3151.75
2026-03-30,Wireless Earbuds,Accessories,North,133.26,4,533.06
2026-01-27,Monitor Ultra,Gaming,West,328.32,2,656.64
2026-05-29,Keyboard Mech,Electronics,East,119.35,4,477.39
2026-05-18,External SSD,Electronics,West,201.36,1,201.36
2026-06-28,Monitor Ultra,Computers,Central,403.89,4,1615.56
2026-05-08,Wireless Earbuds,Accessories,North,168.98,1,168.98
2026-07-07,Smart Watch,Gaming,North,316.6,5,1583.01
2026-05-06,Gaming Console,Gaming,West,518.96,1,518.96
2026-06-26,Mouse Pro,Electronics,North,65.65,2,131.29
2026-02-11,Wireless Earbuds,Gaming,East,154.59,2,309.17
2026-02-11,Monitor Ultra,Computers,North,340.37,3,1021.12
2026-02-07,Laptop Pro,Electronics,West,1163.17,1,1163.17
2026-01-16,Gaming Console,Audio,North,373.0,2,746.01
2026-06-20,Smartphone X,Computers,South,933.85,2,1867.71
2026-06-25,Mouse Pro,Accessories,South,81.71,1,81.71
2026-03-28,Laptop Pro,Audio,Central,966.14,5,4830.71
2026-06-07,External SSD,Accessories,Central,228.38,2,456.75
2026-02-28,Gaming Console,Electronics,East,391.12,3,1173.37
2026-02-10,Gaming Console,Computers,East,498.46,3,1495.38
2026-03-16,Tablet Air,Electronics,West,595.47,2,1190.95
2026-03-25,Laptop Pro,Electronics,East,1355.61,4,5422.44
2026-06-14,Monitor Ultra,Computers,North,295.12,3,885.35
2026-02-17,Tablet Air,Audio,North,530.82,4,2123.29
2026-06-23,Smartphone X,Gaming,South,885.61,5,4428.05
2026-01-18,Monitor Ultra,Accessories,West,382.86,1,382.86
2026-06-07,Smart Watch,Electronics,Central,317.6,3,952.8
2026-04-11,Smartphone X,Accessories,North,843.83,5,4219.17
2026-03-01,Keyboard Mech,Audio,East,135.47,2,270.93
2026-05-04,External SSD,Gaming,Central,177.97,1,177.97
2026-05-19,Tablet Air,Audio,South,514.31,5,2571.57
2026-03-19,Smart Watch,Accessories,North,310.3,2,620.6
2026-01-14,Wireless Earbuds,Computers,Central,160.36,3,481.09
2026-07-04,External SSD,Accessories,South,193.07,4,772.27
2026-06-11,Monitor Ultra,Accessories,North,305.64,5,1528.21
2026-03-22,External SSD,Accessories,North,214.39,4,857.56
2026-06-15,Smartphone X,Computers,West,895.78,5,4478.91
2026-06-07,Monitor Ultra,Gaming,Central,301.22,4,1204.88
2026-03-12,Laptop Pro,Audio,South,1079.03,5,5395.14
2026-01-27,Keyboard Mech,Gaming,South,119.48,2,238.95
2026-03-09,Keyboard Mech,Audio,South,105.09,2,210.17
2026-04-09,External SSD,Computers,South,164.22,1,164.22
2026-01-29,Wireless Earbuds,Gaming,West,120.85,2,241.7
2026-06-19,Tablet Air,Audio,South,509.7,2,1019.41
2026-01-15,Smartphone X,Accessories,Central,688.87,1,688.87
2026-04-30,Mouse Pro,Gaming,East,75.33,3,226.0
2026-05-17,External SSD,Electronics,West,216.03,2,432.06
2026-04-21,External SSD,Audio,Central,225.11,2,450.21
2026-03-21,External SSD,Electronics,West,172.99,5,864.96
2026-06-30,External SSD,Audio,North,208.51,2,417.01
2026-01-26,Mouse Pro,Gaming,North,88.85,4,355.41
2026-04-17,Laptop Pro,Accessories,Central,1369.2,1,1369.2
2026-06-18,Wireless Earbuds,Gaming,East,152.66,5,763.3
2026-07-10,Monitor Ultra,Computers,South,360.99,4,1443.95
2026-05-12,Tablet Air,Accessories,West,470.46,2,940.93
2026-02-17,Smart Watch,Audio,East,296.3,2,592.6
2026-03-01,Wireless Earbuds,Audio,North,174.2,4,696.79
2026-01-31,Laptop Pro,Gaming,South,1218.86,1,1218.86
2026-02-20,Tablet Air,Computers,East,471.37,2,942.74
2026-06-02,Smart Watch,Gaming,North,345.87,2,691.74
2026-04-03,Smartphone X,Gaming,North,684.57,1,684.57
2026-03-21,External SSD,Gaming,Central,165.46,2,330.92
2026-03-17,Smartphone X,Audio,Central,672.04,5,3360.18
2026-02-18,Monitor Ultra,Accessories,East,306.05,3,918.15
2026-02-09,Smartphone X,Audio,East,916.24,5,4581.22
2026-02-19,Smartphone X,Computers,West,747.75,3,2243.25
2026-04-24,Monitor Ultra,Electronics,Central,343.13,1,343.13
2026-04-30,External SSD,Audio,South,201.1,5,1005.49
2026-04-07,Keyboard Mech,Accessories,Central,102.46,3,307.38
2026-05-05,Smartphone X,Computers,North,735.1,3,2205.29
2026-06-14,Laptop Pro,Gaming,South,1027.03,5,5135.13
2026-01-20,Smartphone X,Electronics,South,689.92,4,2759.7
2026-03-27,External SSD,Electronics,West,225.37,3,676.12
2026-05-14,Smart Watch,Computers,South,261.35,3,784.06
2026-03-04,Keyboard Mech,Electronics,East,143.13,2,286.26
2026-04-07,Gaming Console,Electronics,Central,488.05,3,1464.14
2026-02-15,Wireless Earbuds,Electronics,Central,169.16,5,845.78
2026-06-27,Monitor Ultra,Gaming,North,350.29,3,1050.87
2026-01-18,Wireless Earbuds,Accessories,South,129.48,2,258.97
2026-03-02,Monitor Ultra,Computers,North,412.38,2,824.76
2026-05-28,Monitor Ultra,Computers,South,338.53,3,1015.6
2026-04-08,Smart Watch,Gaming,West,325.92,4,1303.67
2026-03-21,Laptop Pro,Gaming,Central,1158.54,5,5792.71
2026-03-17,Wireless Earbuds,Audio,West,134.81,4,539.23
2026-03-15,Laptop Pro,Electronics,West,1249.91,2,2499.82
2026-03-21,Laptop Pro,Audio,North,1160.38,2,2320.77
2026-02-01,Wireless Earbuds,Computers,North,164.67,2,329.35
2026-04-02,Keyboard Mech,Electronics,West,102.27,2,204.54
2026-02-10,Smart Watch,Electronics,Central,344.99,1,344.99
2026-07-08,Tablet Air,Electronics,North,574.76,2,1149.53
2026-02-11,Tablet Air,Computers,South,536.59,4,2146.35
2026-01-22,Smartphone X,Audio,East,747.33,1,747.33
2026-05-02,Mouse Pro,Gaming,West,87.67,5,438.37
2026-05-10,Smart Watch,Accessories,West,318.35,4,1273.42
2026-03-15,Keyboard Mech,Computers,West,110.56,5,552.81
2026-03-24,Tablet Air,Electronics,North,440.78,4,1763.11
2026-05-22,Tablet Air,Computers,West,560.34,2,1120.69
2026-05-17,Smartphone X,Accessories,Central,650.16,4,2600.65
2026-02-15,Keyboard Mech,Electronics,West,129.72,4,518.9
2026-06-15,Smartphone X,Gaming,East,878.43,1,878.43
2026-03-02,Mouse Pro,Electronics,East,88.41,1,88.41
2026-05-12,Monitor Ultra,Gaming,North,365.7,2,731.41
2026-06-30,Monitor Ultra,Accessories,North,369.98,3,1109.94
2026-04-20,Smartphone X,Audio,South,901.52,1,901.52
2026-05-15,Laptop Pro,Electronics,East,1000.09,2,2000.18
2026-02-21,Laptop Pro,Electronics,North,1219.47,2,2438.94
2026-06-05,Smart Watch,Audio,East,326.17,5,1630.87
2026-02-17,Laptop Pro,Electronics,West,1270.9,5,6354.48
2026-03-12,Keyboard Mech,Computers,East,117.37,1,117.37
2026-02-03,Wireless Earbuds,Audio,South,135.54,3,406.61
2026-05-16,Gaming Console,Gaming,South,525.07,2,1050.14
2026-04-21,Monitor Ultra,Computers,Central,375.49,1,375.49
2026-02-01,Gaming Console,Electronics,East,449.86,4,1799.43
2026-03-10,Smartphone X,Audio,Central,957.5,2,1915.01
2026-03-01,Mouse Pro,Electronics,East,87.51,1,87.51
2026-05-12,Laptop Pro,Electronics,Central,1318.34,3,3955.01
2026-06-19,Mouse Pro,Gaming,South,70.24,4,280.97
2026-06-14,Keyboard Mech,Gaming,South,142.72,5,713.6
2026-04-13,Mouse Pro,Gaming,South,86.88,4,347.54
2026-02-27,Smart Watch,Accessories,South,329.55,3,988.65
2026-03-09,Monitor Ultra,Computers,Central,293.8,4,1175.2
2026-03-20,Wireless Earbuds,Audio,South,173.69,5,868.44
2026-05-28,External SSD,Audio,East,212.85,2,425.71
2026-02-03,Gaming Console,Gaming,Central,430.08,1,430.08
2026-04-09,Laptop Pro,Electronics,South,1126.68,5,5633.4
2026-06-25,Mouse Pro,Electronics,North,68.05,5,340.27
2026-05-26,Gaming Console,Accessories,South,461.22,3,1383.67
2026-03-26,Tablet Air,Electronics,South,452.91,4,1811.65
2026-06-15,Mouse Pro,Audio,South,85.4,2,170.8
2026-02-19,Monitor Ultra,Computers,North,314.72,4,1258.89
2026-04-06,Gaming Console,Accessories,East,388.55,3,1165.66
2026-01-27,Laptop Pro,Accessories,East,1216.05,3,3648.16
2026-05-22,Mouse Pro,Audio,South,95.39,5,476.95
2026-04-02,External SSD,Computers,West,164.36,2,328.73
2026-03-05,Laptop Pro,Computers,South,1275.97,3,3827.9
2026-05-20,External SSD,Gaming,West,239.73,3,719.2
2026-03-20,Smartphone X,Computers,Central,790.61,1,790.61
2026-06-29,Smartphone X,Computers,Central,862.66,4,3450.65
2026-06-05,Laptop Pro,Audio,West,1372.36,4,5489.43
2026-06-15,Tablet Air,Audio,East,543.27,4,2173.08
2026-03-23,Wireless Earbuds,Electronics,South,138.4,4,553.61
2026-03-14,Keyboard Mech,Computers,North,143.57,5,717.85
2026-06-30,Monitor Ultra,Electronics,West,399.57,3,1198.71
2026-02-18,Tablet Air,Gaming,West,530.87,4,2123.47
2026-04-23,Monitor Ultra,Gaming,Central,352.76,2,705.51
2026-03-15,Monitor Ultra,Computers,South,344.85,4,1379.41
2026-05-09,Laptop Pro,Electronics,East,1318.77,5,6593.87
2026-01-21,Keyboard Mech,Accessories,South,119.51,3,358.54
2026-05-16,Smart Watch,Electronics,Central,290.12,1,290.12
2026-05-07,Keyboard Mech,Electronics,East,116.84,2,233.69
2026-06-24,Laptop Pro,Accessories,East,984.77,3,2954.32
2026-06-10,Smart Watch,Electronics,Central,313.12,3,939.36
2026-03-08,Mouse Pro,Computers,Central,87.02,4,348.08
2026-06-05,Mouse Pro,Audio,Central,93.1,2,186.21
2026-04-11,Laptop Pro,Audio,South,1418.07,1,1418.07
2026-01-18,Keyboard Mech,Gaming,Central,114.66,4,458.63
2026-02-20,Tablet Air,Computers,North,416.69,2,833.38
2026-04-15,Laptop Pro,Audio,West,1278.2,3,3834.59
2026-02-02,Smart Watch,Computers,South,354.48,2,708.95
2026-01-15,Monitor Ultra,Accessories,South,314.19,4,1256.75
2026-02-21,Mouse Pro,Audio,South,87.62,2,175.24
2026-03-13,Smartphone X,Audio,Central,845.87,4,3383.5
2026-06-16,Smartphone X,Accessories,North,773.95,2,1547.91
2026-01-16,Monitor Ultra,Audio,Central,342.58,4,1370.34
2026-01-29,Monitor Ultra,Computers,North,401.86,3,1205.58
2026-02-28,Tablet Air,Audio,West,542.02,2,1084.04
2026-03-10,External SSD,Computers,West,218.83,4,875.34
2026-06-15,Tablet Air,Computers,Central,597.78,1,597.78
2026-06-03,Wireless Earbuds,Gaming,Central,164.17,5,820.83
2026-06-25,Monitor Ultra,Gaming,West,290.79,2,581.59
2026-05-28,Monitor Ultra,Computers,East,390.27,4,1561.1
2026-04-11,Keyboard Mech,Audio,West,107.05,2,214.11
2026-01-30,Keyboard Mech,Computers,East,127.79,5,638.97
2026-01-18,Keyboard Mech,Gaming,West,134.83,4,539.33
2026-07-03,Mouse Pro,Electronics,North,64.97,4,259.87
2026-05-11,Laptop Pro,Electronics,Central,965.59,4,3862.34
2026-05-03,Smart Watch,Electronics,North,266.81,5,1334.06
2026-05-01,Keyboard Mech,Electronics,East,143.32,4,573.27
2026-06-20,Gaming Console,Gaming,East,500.74,1,500.74
2026-04-07,Tablet Air,Accessories,West,444.91,4,1779.66
2026-02-24,Tablet Air,Electronics,South,475.92,4,1903.69
2026-06-11,Keyboard Mech,Computers,Central,101.83,1,101.83
2026-05-08,Mouse Pro,Audio,West,74.44,3,223.33
2026-05-01,Smart Watch,Accessories,East,354.25,3,1062.74
2026-01-25,External SSD,Electronics,East,211.4,2,422.8
2026-04-29,Tablet Air,Electronics,Central,564.65,1,564.65
2026-03-14,Gaming Console,Computers,Central,436.17,3,1308.52
2026-01-23,Laptop Pro,Electronics,East,1225.62,3,3676.85
2026-04-26,Mouse Pro,Audio,South,87.53,4,350.13
2026-06-24,Keyboard Mech,Audio,West,101.1,5,505.48
2026-03-07,Keyboard Mech,Gaming,North,102.25,4,408.99
2026-05-10,Mouse Pro,Audio,East,81.13,5,405.67
2026-05-24,Smartphone X,Gaming,South,750.82,4,3003.28
2026-06-16,Keyboard Mech,Audio,South,104.48,2,208.96
2026-04-09,Wireless Earbuds,Accessories,South,148.93,4,595.72
2026-03-04,Tablet Air,Electronics,South,574.54,2,1149.08
2026-06-16,Monitor Ultra,Computers,North,368.28,3,1104.85
